Institución;Solicitud;Estado actual;Fecha de creación;Fecha de vencimiento
Secretaria de Salud;SOL-SDS-746-2018;Entregada fuera de plazo;24 de Abril de 2018 a las 13:38;24 de Mayo de 2018
Presidencia de la Republica (Casa Presidencial);SOL-PRSD-85-2018;Entregada en plazo;24 de Abril de 2018 a las 15:26;10 de Mayo de 2018
Secretaria de Educacion;SOL-SDE-1554-2018;Entregada en plazo;24 de Abril de 2018 a las 17:07;10 de Mayo de 2018
Comision Nacional de Telecomunicaciones (CONATEL);SOL-CONATEL-343-2018;Entregada en plazo;24 de Abril de 2018 a las 19:55;10 de Mayo de 2018
Instituto Nacional de Estadistica (INE);SOL-INE-77-2018;Entregada en plazo;24 de Abril de 2018 a las 22:57;10 de Mayo de 2018
Secretaria de Educacion;SOL-SDE-1555-2018;Entregada en plazo;25 de Abril de 2018 a las 08:28;11 de Mayo de 2018
Secretaria de Finanzas (SEFIN);SOL-SEFIN-606-2018;Entregada en plazo;25 de Abril de 2018 a las 09:44;11 de Mayo de 2018
Servicio de Administracion de Rentas (SAR);SOL-SAR-76-2018;Entregada en plazo;25 de Abril de 2018 a las 11:08;11 de Mayo de 2018
Secretaria de Salud;SOL-SDS-747-2018;Entregada fuera de plazo;25 de Abril de 2018 a las 11:51;25 de Mayo de 2018
Secretaria de Seguridad;SOL-SSSS-148-2018;No respondida;25 de Abril de 2018 a las 13:20;11 de Mayo de 2018
Alcaldia Municipal de Siguatepeque;SOL-SIGUA-14-2018;No respondida;25 de Abril de 2018 a las 14:47;11 de Mayo de 2018
Secretaria de Educacion;SOL-SDE-1556-2018;Entregada fuera de plazo;25 de Abril de 2018 a las 15:05;11 de Mayo de 2018
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-550-2018;Entregada fuera de plazo;25 de Abril de 2018 a las 22:18;11 de Mayo de 2018
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-551-2018;No respondida;25 de Abril de 2018 a las 23:40;None
Poder Judicial(PJ);SOL-PJ-852-2018;Entregada en plazo;26 de Abril de 2018 a las 09:31;14 de Mayo de 2018
Poder Judicial(PJ);SOL-PJ-853-2018;Entregada en plazo;26 de Abril de 2018 a las 09:43;28 de Mayo de 2018
Poder Judicial(PJ);SOL-PJ-854-2018;Entregada en plazo;26 de Abril de 2018 a las 09:47;28 de Mayo de 2018
Instituto de Acceso a la Informacion Publica (IAIP);SOL-IAIP-272-2018;Entregada en plazo;26 de Abril de 2018 a las 10:04;14 de Mayo de 2018
Congreso Nacional;SOL-CN-200-2018;No respondida;26 de Abril de 2018 a las 10:13;14 de Mayo de 2018
Poder Judicial(PJ);SOL-PJ-855-2018;Entregada en plazo;26 de Abril de 2018 a las 10:16;28 de Mayo de 2018
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-222-2018;Entregada fuera de plazo;26 de Abril de 2018 a las 12:16;14 de Mayo de 2018
Poder Judicial(PJ);SOL-PJ-856-2018;Entregada en plazo;26 de Abril de 2018 a las 13:40;14 de Mayo de 2018
Secretaria de Salud;SOL-SDS-748-2018;Entregada en plazo;26 de Abril de 2018 a las 14:17;14 de Mayo de 2018
Patronato Nacional de la Infancia (PANI);SOL-PANI-12-2018;No respondida;26 de Abril de 2018 a las 14:44;14 de Mayo de 2018
Secretaria de Finanzas (SEFIN);SOL-SEFIN-607-2018;Entregada en plazo;26 de Abril de 2018 a las 14:53;14 de Mayo de 2018
Congreso Nacional;SOL-CN-201-2018;No respondida;26 de Abril de 2018 a las 23:55;14 de Mayo de 2018
Secretaria de Salud;SOL-SDS-749-2018;Entregada en plazo;27 de Abril de 2018 a las 00:48;15 de Mayo de 2018
Instituto Nacional de Formacion Profesional (INFOP);SOL-INFOP-18-2018;Entregada en plazo;27 de Abril de 2018 a las 08:23;25 de Mayo de 2018
Poder Judicial(PJ);SOL-PJ-857-2018;Entregada en plazo;27 de Abril de 2018 a las 09:53;15 de Mayo de 2018
Instituto de Acceso a la Informacion Publica (IAIP);SOL-IAIP-273-2018;Entregada en plazo;27 de Abril de 2018 a las 10:05;15 de Mayo de 2018
Instituto de Acceso a la Informacion Publica (IAIP);SOL-IAIP-274-2018;Entregada en plazo;27 de Abril de 2018 a las 10:59;15 de Mayo de 2018
Secretaria de Desarrollo e Inclusion Social (SEDIS);SOL-SEDIS-39-2018;Entregada fuera de plazo;27 de Abril de 2018 a las 12:07;15 de Mayo de 2018
Secretaria de Seguridad;SOL-SSSS-149-2018;No respondida;27 de Abril de 2018 a las 12:42;15 de Mayo de 2018
Universidad Pedagogica Nacional Francisco Morazan (UPNFM);SOL-UPNFM-141-2018;Entregada en plazo;27 de Abril de 2018 a las 19:15;15 de Mayo de 2018
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-552-2018;No respondida;28 de Abril de 2018 a las 11:27;15 de Mayo de 2018
Registro Nacional de las Personas (RNP);SOL-RNP-60-2018;Entregada en plazo;29 de Abril de 2018 a las 07:24;15 de Mayo de 2018
Congreso Nacional;SOL-CN-202-2018;No respondida;29 de Abril de 2018 a las 16:50;15 de Mayo de 2018
Instituto de Prevision del Magisterio (INPREMA);SOL-INPREMA-87-2018;Entregada en plazo;29 de Abril de 2018 a las 17:25;15 de Mayo de 2018
Universidad Pedagogica Nacional Francisco Morazan (UPNFM);SOL-UPNFM-142-2018;Entregada en plazo;29 de Abril de 2018 a las 19:37;15 de Mayo de 2018
Secretaria de Salud;SOL-SDS-750-2018;Entregada en plazo;29 de Abril de 2018 a las 19:54;15 de Mayo de 2018
Agencia de Regulacion Sanitaria (ARSA);SOL-ARSA-52-2018;Entregada fuera de plazo;30 de Abril de 2018 a las 08:28;29 de Mayo de 2018
Alcaldia Municipal de La Union (Lempira);SOL-UNION-2-2018;Entregada en plazo;30 de Abril de 2018 a las 12:16;15 de Mayo de 2018
Ministerio Publico (MP);SOL-MP-286-2018;Entregada fuera de plazo;30 de Abril de 2018 a las 12:20;15 de Mayo de 2018
Congreso Nacional;SOL-CN-203-2018;No respondida;30 de Abril de 2018 a las 13:01;15 de Mayo de 2018
Secretaria de Salud;SOL-SDS-751-2018;Entregada en plazo;30 de Abril de 2018 a las 13:41;15 de Mayo de 2018
Comision Permanente de Contingencias;SOL-COPECO-121-2018;Entregada en plazo;30 de Abril de 2018 a las 13:48;15 de Mayo de 2018
Servicio Autonomo Nacional de Acueductos y Alcantarillados (SANAA);SOL-SANAA-84-2018;Entregada en plazo;30 de Abril de 2018 a las 13:50;15 de Mayo de 2018
Presidencia de la Republica (Casa Presidencial);SOL-PRSD-86-2018;Entregada en plazo;30 de Abril de 2018 a las 16:03;29 de Mayo de 2018
Secretaria de Agricultura y Ganaderia (SAG);SOL-SAG-160-2018;Entregada en plazo;30 de Abril de 2018 a las 16:09;15 de Mayo de 2018
Hospital Escuela Universitario (HEU);SOL-HEU-52-2018;Entregada fuera de plazo;30 de Abril de 2018 a las 16:27;15 de Mayo de 2018
Alcaldia Municipal de Juticalpa;SOL-AMJU-8-2018;No respondida;30 de Abril de 2018 a las 18:15;15 de Mayo de 2018
Alcaldia Municipal de Santa Maria (La Paz);SOL-AMSAN-5-2018;No respondida;30 de Abril de 2018 a las 18:33;15 de Mayo de 2018
Secretaria de Salud;SOL-SDS-752-2018;Entregada en plazo;1 de Mayo de 2018 a las 07:23;15 de Mayo de 2018
Secretaria de Educacion;SOL-SDE-1557-2018;Entregada fuera de plazo;1 de Mayo de 2018 a las 11:32;15 de Mayo de 2018
Secretaria de Relaciones Exteriores (SRE);SOL-SRE-151-2018;Entregada en plazo;1 de Mayo de 2018 a las 11:44;15 de Mayo de 2018
Secretaria de Educacion;SOL-SDE-1558-2018;Entregada fuera de plazo;1 de Mayo de 2018 a las 16:36;15 de Mayo de 2018
Secretaria de Seguridad;SOL-SSSS-150-2018;No respondida;1 de Mayo de 2018 a las 17:18;15 de Mayo de 2018
Secretaria de Seguridad;SOL-SSSS-151-2018;No respondida;1 de Mayo de 2018 a las 18:01;15 de Mayo de 2018
Secretaria de Finanzas (SEFIN);SOL-SEFIN-608-2018;Entregada en plazo;1 de Mayo de 2018 a las 18:17;29 de Mayo de 2018
Secretaria de Salud;SOL-SDS-753-2018;Entregada en plazo;1 de Mayo de 2018 a las 22:53;15 de Mayo de 2018
Comision Nacional de Bancos y Seguros (CNBS);SOL-CNBS-180-2018;Entregada en plazo;2 de Mayo de 2018 a las 08:51;16 de Mayo de 2018
Poder Judicial(PJ);SOL-PJ-858-2018;Entregada en plazo;2 de Mayo de 2018 a las 09:09;16 de Mayo de 2018
Poder Judicial(PJ);SOL-PJ-859-2018;Entregada en plazo;2 de Mayo de 2018 a las 10:09;16 de Mayo de 2018
Secretaria de Educacion;SOL-SDE-1559-2018;Entregada fuera de plazo;2 de Mayo de 2018 a las 12:01;16 de Mayo de 2018
Comision Reguladora de Energia Electrica (CREE);SOL-CREE-10-2018;Entregada en plazo;2 de Mayo de 2018 a las 12:39;21 de Mayo de 2018
Secretaria de Salud;SOL-SDS-754-2018;Entregada en plazo;2 de Mayo de 2018 a las 13:10;16 de Mayo de 2018
Secretaria de Salud;SOL-SDS-755-2018;Entregada en plazo;2 de Mayo de 2018 a las 14:13;30 de Mayo de 2018
Servicio Autonomo Nacional de Acueductos y Alcantarillados (SANAA);SOL-SANAA-85-2018;Entregada en plazo;2 de Mayo de 2018 a las 14:18;16 de Mayo de 2018
Instituto Nacional de Migracion;SOL-INM-59-2018;Entregada en plazo;2 de Mayo de 2018 a las 14:29;16 de Mayo de 2018
Secretaria de Salud;SOL-SDS-756-2018;Entregada en plazo;2 de Mayo de 2018 a las 15:01;30 de Mayo de 2018
Instituto Nacional de la Mujer (INAM);SOL-INAM-19-2018;No respondida;2 de Mayo de 2018 a las 15:55;16 de Mayo de 2018
Empresa Hondurena de Telecomunicaciones (HONDUTEL);SOL-HONDUTEL-57-2018;Entregada en plazo;2 de Mayo de 2018 a las 19:00;16 de Mayo de 2018
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-223-2018;Entregada en plazo;2 de Mayo de 2018 a las 19:25;16 de Mayo de 2018
Secretaria de Educacion;SOL-SDE-1560-2018;Entregada fuera de plazo;3 de Mayo de 2018 a las 08:33;17 de Mayo de 2018
Instituto Nacional Agrario (INA);SOL-INA-98-2018;No respondida;3 de Mayo de 2018 a las 08:38;17 de Mayo de 2018
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SDHJGD-362-2018;Entregada en plazo;3 de Mayo de 2018 a las 09:38;17 de Mayo de 2018
Ministerio Publico (MP);SOL-MP-287-2018;Entregada fuera de plazo;3 de Mayo de 2018 a las 11:36;17 de Mayo de 2018
Secretaria de Salud;SOL-SDS-757-2018;Entregada en plazo;3 de Mayo de 2018 a las 11:52;29 de Mayo de 2018
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-553-2018;Entregada en plazo;3 de Mayo de 2018 a las 13:15;17 de Mayo de 2018
Ministerio Publico (MP);SOL-MP-288-2018;Entregada fuera de plazo;3 de Mayo de 2018 a las 13:41;17 de Mayo de 2018
Servicio Nacional de Sanidad e Inocuidad Agroalimentaria (SENASA);SOL-SENASA-27-2018;Entregada en plazo;3 de Mayo de 2018 a las 15:04;17 de Mayo de 2018
Secretaria de Desarrollo e Inclusion Social (SEDIS);SOL-SEDIS-40-2018;Entregada fuera de plazo;3 de Mayo de 2018 a las 17:08;17 de Mayo de 2018
Secretaria de Salud;SOL-SDS-758-2018;Entregada en plazo;4 de Mayo de 2018 a las 09:08;1 de Junio de 2018
Agencia de Regulacion Sanitaria (ARSA);SOL-ARSA-53-2018;Entregada fuera de plazo;4 de Mayo de 2018 a las 09:24;18 de Mayo de 2018
Empresa Nacional de Energia Electrica (ENEE);SOL-ENEE-105-2018;Entregada en plazo;4 de Mayo de 2018 a las 10:04;1 de Junio de 2018
Secretaria de Salud;SOL-SDS-759-2018;Entregada en plazo;4 de Mayo de 2018 a las 10:12;1 de Junio de 2018
Secretaria de Salud;SOL-SDS-760-2018;Entregada en plazo;4 de Mayo de 2018 a las 11:16;18 de Mayo de 2018
Empresa Nacional Portuaria (ENP);SOL-ENP-52-2018;Entregada fuera de plazo;4 de Mayo de 2018 a las 15:16;18 de Mayo de 2018
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-224-2018;Entregada en plazo;4 de Mayo de 2018 a las 16:29;18 de Mayo de 2018
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-554-2018;No respondida;5 de Mayo de 2018 a las 07:10;None
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-555-2018;No respondida;5 de Mayo de 2018 a las 11:43;21 de Mayo de 2018
Instituto Hondureno de Turismo (IHT);SOL-IHT -19-2018;No respondida;7 de Mayo de 2018 a las 01:06;None
Alcaldia Municipal El Progreso;SOL-PROGRESO-11-2018;No respondida;7 de Mayo de 2018 a las 09:02;21 de Mayo de 2018
Alcaldia Municipal El Progreso;SOL-PROGRESO-12-2018;No respondida;7 de Mayo de 2018 a las 09:21;21 de Mayo de 2018
Secretaria de Salud;SOL-SDS-761-2018;Entregada en plazo;7 de Mayo de 2018 a las 10:59;4 de Junio de 2018
Secretaria de Salud;SOL-SDS-762-2018;Entregada en plazo;7 de Mayo de 2018 a las 11:55;4 de Junio de 2018
Instituto Hondureno de Seguridad Social (IHSS);SOL-IHSS-80-2018;Entregada en plazo;7 de Mayo de 2018 a las 13:39;21 de Mayo de 2018
Secretaria de Trabajo y Seguridad Social (STSS);SOL-STSS-81-2018;No respondida;7 de Mayo de 2018 a las 14:52;21 de Mayo de 2018
Alcaldia Municipal de Choluteca;SOL-CHOLUTECA-17-2018;No respondida;7 de Mayo de 2018 a las 15:16;21 de Mayo de 2018
Secretaria de Seguridad;SOL-SSSS-152-2018;No respondida;7 de Mayo de 2018 a las 16:31;21 de Mayo de 2018
Instituto Nacional de Conservacion y Desarrollo Forestal, Áreas Protegidas y Vida Silvestre (ICF);SOL-ICF-33-2018;Entregada en plazo;7 de Mayo de 2018 a las 17:22;21 de Mayo de 2018
Instituto Hondureno Del Transporte Terreste (IHTT);SOL-IHTT-4-2018;No respondida;7 de Mayo de 2018 a las 18:29;21 de Mayo de 2018
Secretaria de Seguridad;SOL-SSSS-153-2018;No respondida;7 de Mayo de 2018 a las 19:15;21 de Mayo de 2018
Secretaria de Educacion;SOL-SDE-1561-2018;Entregada fuera de plazo;7 de Mayo de 2018 a las 19:31;21 de Mayo de 2018
Poder Judicial(PJ);SOL-PJ-860-2018;Entregada en plazo;7 de Mayo de 2018 a las 19:40;21 de Mayo de 2018
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SDHJGD-363-2018;Entregada en plazo;7 de Mayo de 2018 a las 20:08;21 de Mayo de 2018
Secretaria de Seguridad;SOL-SSSS-154-2018;No respondida;7 de Mayo de 2018 a las 20:45;21 de Mayo de 2018
Sistema Aduanero Y Operadores de Comercio (COPRISAO);SOL-COPRISAO-9-2018;Entregada en plazo;8 de Mayo de 2018 a las 06:45;5 de Junio de 2018
Secretaria de Salud;SOL-SDS-763-2018;Entregada fuera de plazo;8 de Mayo de 2018 a las 08:56;22 de Mayo de 2018
Secretaria de Salud;SOL-SDS-764-2018;Entregada fuera de plazo;8 de Mayo de 2018 a las 09:21;22 de Mayo de 2018
Registro Nacional de las Personas (RNP);SOL-RNP-61-2018;Entregada en plazo;8 de Mayo de 2018 a las 10:48;4 de Junio de 2018
Comisionado Nacional de los Derechos Humanos (CONADEH);SOL-CONADEH-41-2018;No respondida;8 de Mayo de 2018 a las 11:41;22 de Mayo de 2018
Consejo Nacional Supervisor de Cooperativas (CONSUCOOP);SOL-CONSUCOOP-26-2018;Entregada en plazo;8 de Mayo de 2018 a las 11:48;5 de Junio de 2018
Agencia de Regulacion Sanitaria (ARSA);SOL-ARSA-54-2018;Entregada fuera de plazo;8 de Mayo de 2018 a las 13:44;22 de Mayo de 2018
Secretaria de Seguridad;SOL-SSSS-155-2018;No respondida;8 de Mayo de 2018 a las 14:19;22 de Mayo de 2018
Secretaria de Defensa;SOL-SDD-89-2018;Entregada en plazo;8 de Mayo de 2018 a las 14:23;22 de Mayo de 2018
Secretaria de Finanzas (SEFIN);SOL-SEFIN-609-2018;Entregada en plazo;8 de Mayo de 2018 a las 16:45;22 de Mayo de 2018
Secretaria de Finanzas (SEFIN);SOL-SEFIN-610-2018;Entregada en plazo;8 de Mayo de 2018 a las 16:48;22 de Mayo de 2018
Secretaria de Finanzas (SEFIN);SOL-SEFIN-611-2018;Entregada en plazo;8 de Mayo de 2018 a las 16:50;22 de Mayo de 2018
Comision Reguladora de Energia Electrica (CREE);SOL-CREE-11-2018;Entregada en plazo;8 de Mayo de 2018 a las 22:10;22 de Mayo de 2018
Secretaria de Salud;SOL-SDS-765-2018;Entregada fuera de plazo;8 de Mayo de 2018 a las 22:48;22 de Mayo de 2018
Secretaria de Salud;SOL-SDS-766-2018;Entregada fuera de plazo;8 de Mayo de 2018 a las 22:53;22 de Mayo de 2018
Ministerio Publico (MP);SOL-MP-289-2018;Entregada fuera de plazo;9 de Mayo de 2018 a las 01:40;23 de Mayo de 2018
Comision para la Promocion de la Alianza Publico-Privada (COALIANZA);SOL-COALIANZA-32-2018;Entregada fuera de plazo;9 de Mayo de 2018 a las 06:43;23 de Mayo de 2018
Agencia de Regulacion Sanitaria (ARSA);SOL-ARSA-55-2018;Entregada fuera de plazo;9 de Mayo de 2018 a las 10:08;23 de Mayo de 2018
Alcaldia Municipal de Valle de Ángeles;SOL-ALVAAN-7-2018;No respondida;9 de Mayo de 2018 a las 11:02;23 de Mayo de 2018
Poder Judicial(PJ);SOL-PJ-861-2018;Entregada en plazo;9 de Mayo de 2018 a las 11:29;23 de Mayo de 2018
Agencia de Regulacion Sanitaria (ARSA);SOL-ARSA-56-2018;Entregada fuera de plazo;9 de Mayo de 2018 a las 13:19;23 de Mayo de 2018
Secretaria de Salud;SOL-SDS-767-2018;Entregada en plazo;9 de Mayo de 2018 a las 14:29;6 de Junio de 2018
Procuraduria General de la Republica (PGR);SOL-PGR-61-2018;Entregada en plazo;9 de Mayo de 2018 a las 14:57;23 de Mayo de 2018
Procuraduria General de la Republica (PGR);SOL-PGR-62-2018;Entregada en plazo;9 de Mayo de 2018 a las 15:00;23 de Mayo de 2018
Congreso Nacional;SOL-CN-204-2018;No respondida;9 de Mayo de 2018 a las 15:39;23 de Mayo de 2018
Poder Judicial(PJ);SOL-PJ-862-2018;Entregada en plazo;9 de Mayo de 2018 a las 16:00;23 de Mayo de 2018
Instituto de Acceso a la Informacion Publica (IAIP);SOL-IAIP-275-2018;Entregada en plazo;9 de Mayo de 2018 a las 16:09;23 de Mayo de 2018
Universidad Nacional de Agricultura (UNA);SOL-UNA-26-2018;Entregada en plazo;9 de Mayo de 2018 a las 17:20;23 de Mayo de 2018
Alcaldia Municipal de Santa Lucia;SOL-AMLSL-2-2018;Entregada en plazo;9 de Mayo de 2018 a las 19:49;23 de Mayo de 2018
Secretaria de Salud;SOL-SDS-768-2018;Entregada fuera de plazo;9 de Mayo de 2018 a las 22:34;6 de Junio de 2018
Secretaria de Educacion;SOL-SDE-1562-2018;Entregada fuera de plazo;10 de Mayo de 2018 a las 08:40;24 de Mayo de 2018
Asociacion de Municipios de Honduras (AMHON);SOL-AMHON-14-2018;Entregada en plazo;10 de Mayo de 2018 a las 09:28;24 de Mayo de 2018
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-225-2018;Entregada en plazo;10 de Mayo de 2018 a las 09:58;25 de Mayo de 2018
Secretaria de Salud;SOL-SDS-769-2018;Entregada en plazo;10 de Mayo de 2018 a las 10:01;7 de Junio de 2018
Direccion General de Marina Mercante;SOL-DGMM-14-2018;Entregada en plazo;10 de Mayo de 2018 a las 11:29;24 de Mayo de 2018
Secretaria de Educacion;SOL-SDE-1563-2018;Entregada fuera de plazo;10 de Mayo de 2018 a las 11:46;24 de Mayo de 2018
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SDHJGD-364-2018;Entregada en plazo;10 de Mayo de 2018 a las 13:04;24 de Mayo de 2018
Registro Nacional de las Personas (RNP);SOL-RNP-62-2018;Entregada en plazo;10 de Mayo de 2018 a las 13:16;24 de Mayo de 2018
Secretaria de Finanzas (SEFIN);SOL-SEFIN-612-2018;Entregada en plazo;10 de Mayo de 2018 a las 13:53;24 de Mayo de 2018
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SDHJGD-365-2018;Entregada fuera de plazo;10 de Mayo de 2018 a las 18:12;24 de Mayo de 2018
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SDHJGD-366-2018;Entregada fuera de plazo;10 de Mayo de 2018 a las 19:54;24 de Mayo de 2018
Agencia de Regulacion Sanitaria (ARSA);SOL-ARSA-57-2018;Entregada fuera de plazo;11 de Mayo de 2018 a las 08:03;25 de Mayo de 2018
Tribunal Supremo Electoral (TSE);SOL-TSE-66-2018;Entregada fuera de plazo;11 de Mayo de 2018 a las 09:01;8 de Junio de 2018
Secretaria de Salud;SOL-SDS-770-2018;Entregada fuera de plazo;11 de Mayo de 2018 a las 09:29;25 de Mayo de 2018
Alcaldia Municipal de Siguatepeque;SOL-SIGUA-15-2018;No respondida;11 de Mayo de 2018 a las 16:11;25 de Mayo de 2018
Alcaldia Municipal de Santa Ana (Fco. Morazan);SOL-ALST-23-2018;No respondida;11 de Mayo de 2018 a las 21:54;25 de Mayo de 2018
Secretaria de Educacion;SOL-SDE-1564-2018;Entregada fuera de plazo;12 de Mayo de 2018 a las 15:10;25 de Mayo de 2018
Secretaria de Relaciones Exteriores (SRE);SOL-SRE-152-2018;Entregada en plazo;13 de Mayo de 2018 a las 01:24;25 de Mayo de 2018
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SDHJGD-367-2018;Entregada fuera de plazo;13 de Mayo de 2018 a las 01:29;25 de Mayo de 2018
Empresa Nacional Portuaria (ENP);SOL-ENP-53-2018;No respondida;13 de Mayo de 2018 a las 01:31;25 de Mayo de 2018
Instituto de la Propiedad (IP);SOL-IP-100-2018;Entregada en plazo;13 de Mayo de 2018 a las 01:45;25 de Mayo de 2018
Secretaria de Trabajo y Seguridad Social (STSS);SOL-STSS-82-2018;No respondida;13 de Mayo de 2018 a las 01:51;25 de Mayo de 2018
Comision Nacional de Bancos y Seguros (CNBS);SOL-CNBS-181-2018;Entregada en plazo;13 de Mayo de 2018 a las 09:26;25 de Mayo de 2018
Comision Nacional de Bancos y Seguros (CNBS);SOL-CNBS-182-2018;Entregada en plazo;13 de Mayo de 2018 a las 09:27;25 de Mayo de 2018
Secretaria de Seguridad;SOL-SSSS-156-2018;No respondida;13 de Mayo de 2018 a las 10:18;25 de Mayo de 2018
Poder Judicial(PJ);SOL-PJ-863-2018;Entregada en plazo;13 de Mayo de 2018 a las 10:19;25 de Mayo de 2018
Secretaria de Seguridad;SOL-SSSS-157-2018;No respondida;13 de Mayo de 2018 a las 10:19;25 de Mayo de 2018
Secretaria de Seguridad;SOL-SSSS-158-2018;No respondida;13 de Mayo de 2018 a las 10:20;25 de Mayo de 2018
Secretaria de Educacion;SOL-SDE-1565-2018;Entregada fuera de plazo;13 de Mayo de 2018 a las 10:24;25 de Mayo de 2018
